image_id,prediction,ref1,ref2,ref3,ref4,ref5
465129,"A man in a white robe stands in a kitchen, holding a measuring cup and a metal pan, with a sink and countertops visible in the background.",A person adjusting a  metal object hanging from a ceiling.,A lady in a bath robe touching something near the ceiling.,a person standing next to a metal pot holder in a kitchen,A women brushing on a preservative liquid on a ceiling pot holder,A woman looking at a broken ceiling light in a kitchen
465806,"A person's arm is reaching out to touch a cup of red liquid on a table, with a bunch of bananas and a plastic cup with a blue logo in the background.",A woman touching a plastic container sitting on a table.,There are a bunch of bananas left out in the open.,some people a table some bananas and plastic cups,A table with bananas close to the road.,A person reaches for a container on a counter.
466416,"The image depicts a cityscape at night, featuring a large building with a clock tower and a body of water in the background.",A building that is heavily lit up and in front of a river.,The view of a clock tower near a body of water at night.,A downtown city view from a high vantage point at night.,Large white buildings are lit up in the night.,A building with two clock towers next to water at night.
467776,"The image depicts a cow and a calf standing in a grassy field, with the cow facing the camera and the calf positioned to its left.",A mother and it's calf standing in a field.,A cow and a calf standing in a field,A cow and calf are standing in a grassy pasture.,A baby cow and a large cow standing next to each other.,this is a farm scene showing mother cow  with calf in the grassy pasture.
468577,"The image depicts a young child lying on their side in a crib, wearing a pink shirt and gray shorts.",The small girl is lying on the mattress of a crib.,Young girl lying on mattress with railing on three sides.,a girl toddler laying on a day bed,A young girl lying in a convertible toddler crib.,Child playing and relaxing within a crib of white walls
469246,"A silver train is stopped at a platform, with a person standing on the platform and a red suitcase nearby.",A commuter train stops at a train station for passengers.,Passengers wait for a train as it approaches the platform.,Person waiting on a train platform near a train.,A side view of a train by the street.,A train stops at the station while people hurry to get on.
470952,"A skier in a purple jacket and white pants stands on a snowy slope, surrounded by other skiers and buildings in the background.","A man is in his skiing gear, while posing for the camera.",Skier in full snow gear posing for a picture.,a person riding skis on a snowy surface,A man with skis and poles is on snow.,a male with a purple jacket on skies  posing for a picture
471893,"A man and a boy stand in a library, with the man holding a Wii remote and the boy wearing a Canada-themed sweatshirt.",an  image of two people playing video games,two people standing next to a table playing nintendo wii,A man and boy with video game controllers playing a game.,A man and boy playing a game with a Nintendo Wii controller.,A man and a boy hold video controllers on opposite sides of a dining table containing a projector.
473015,"A white seagull swims in the water, surrounded by seaweed and rocks.",A duck swims in some water near some vegetation.,A duck is floating in the pond next to muddy mounds in the water.,A duck floating in the water near a bunch of grass and rocks,there is a duck that is sitting in the water,A duck swims across an empty pond outside
473974,"A group of zebras stands in a field, with some of them facing the camera and others turned away or grazing.",A group of zebra standing in the tall grass.,A herd of zebra are grazing on tall dry grass.,A number zebras grazing in the woods.,A group of zebras in a grassy area next to trees.,A herd of zebra in dry vegetation near dry trees.
474170,"The image depicts two elephants standing in a grassy area, with one elephant facing the camera and the other facing away.",A couple of elephants standing on a lush green forest.,two elephants walking in a field near a tree,The two elephants are walking around the trees together,Two elephants outdoors walking on green grass with trees near by.,Two elephants walk through a grassy area with trees.
475150,The image depicts a giraffe standing in front of a backdrop of bare trees and a clear blue sky.,A giraffe stands near a tree in the wilderness.,A giraffe standing in front of a group of trees.,A giraffe standing next to a leaf free tree.,Head and neck of a giraffe in natural feeding habitat.,A giraffe walking near a tree with very few leaves.
475732,The image shows a cat wearing a blue baseball cap with a logo on it.,A yellow cat is wearing a blue plastic baseball hat.,An orange cat wearing a plastic baseball cap.,A cat is wearing a plastic baseball cap.,An angry cat is wearing a baseball hat sideways.,A cat with a Durham Bulls Helmet on its head.
476514,"A man and woman in wedding attire stand together on a grassy lawn, with the woman holding an umbrella above her head.",two people in a field wearing a dress and a suit and tie,A man with red hair standing next to his bride.,The woman in the white dress is standing next to a man.,TWO WOMEN BRIDES GETTING MARRIED STANDING UNDER AND UMBRELLA,"Man and woman in fancy dress, with a parasol, posed on a lawn."
477441,"A white airplane with red and blue stripes is parked on the tarmac, with a person standing near the front of the plane.",A large passenger jet sitting on top of an airport tarmac.,An airplane pulled up to a gate on the tarmac.,"An airplane sits outside, ready at the airport.",A large jet is in the loading area.,An airplane and a person on the tarmac.
